红1,红2,红3,红4,红5,蓝1,蓝2
1,2,4,5,15,1,10
1,2,3,5,7,7,11
1,2,6,7,9,2,11
1,2,8,9,20,6,8
4,7,8,24,29,5,12
1,2,3,5,16,5,11
1,2,7,11,13,7,9
2,5,6,8,10,2,11
1,2,3,4,12,4,11
2,3,6,13,16,1,10
1,3,5,9,11,10,10
4,6,9,12,13,2,11
1,2,4,6,8,8,8
1,3,5,11,14,4,9
1,3,7,8,18,5,8
1,3,4,6,7,2,4
2,4,5,6,11,8,12
1,3,8,17,21,3,10
1,3,4,8,9,6,12
2,4,6,9,10,3,6
1,2,3,16,29,10,12
1,3,5,11,15,2,6
1,2,4,6,11,7,10
2,4,5,12,22,8,11
1,4,5,6,10,2,8
2,3,6,8,13,4,11
5,7,9,10,20,7,7
1,2,4,6,11,4,8
2,3,5,9,17,7,8
1,2,3,5,12,3,12
2,5,6,10,13,3,5
1,7,8,12,13,10,12
1,5,7,9,17,8,10
2,5,9,12,17,1,4
2,3,6,11,16,6,10
3,5,7,16,30,3,11
1,2,7,8,24,5,7
1,3,5,6,11,6,7
2,3,7,9,11,7,10
1,2,7,14,15,6,8
1,2,5,7,9,7,12
1,2,3,7,8,4,10
1,2,3,4,5,6,10
1,3,4,6,7,5,8
1,2,3,5,18,2,5
2,3,4,8,13,3,10
1,2,4,12,22,5,12
1,4,7,8,9,3,11
1,3,5,12,16,2,9
2,5,8,9,14,2,7
1,6,10,11,16,1,9
1,3,4,14,20,5,8
2,7,8,12,18,10,11
1,3,4,8,11,4,9
1,2,6,11,21,9,10
3,4,5,6,13,7,9
1,3,8,9,12,5,7
1,2,3,6,11,3,9
1,2,6,10,14,5,9
1,2,3,4,11,6,7
1,3,4,8,10,4,6
2,3,5,7,22,6,10
1,3,4,9,14,1,12
3,4,5,12,16,4,8
1,5,9,11,19,8,10
1,4,5,7,16,2,9
3,4,5,11,20,2,10
1,3,4,6,8,9,10
3,6,7,21,22,2,8
1,4,5,9,12,5,6
1,5,13,14,16,3,12
2,4,5,6,9,5,11
2,4,7,9,16,4,5
3,5,6,7,8,5,9
2,3,5,7,8,7,8
1,3,5,10,12,5,12
1,2,4,7,21,2,8
1,2,6,12,16,2,12
1,3,4,7,10,2,6
1,2,4,6,8,2,11
1,3,7,8,11,1,5
1,2,4,5,10,4,6
1,3,4,8,9,2,9
2,3,6,7,18,2,4
1,5,6,10,23,4,11
1,3,4,13,21,3,8
2,6,8,12,22,1,8
1,2,3,9,12,2,4
1,2,4,13,16,1,11
3,7,8,9,11,2,11
1,4,5,6,9,8,9
3,7,12,16,17,1,8
1,3,5,7,13,3,3
1,2,4,5,10,2,10
1,4,8,11,19,1,9
1,2,3,4,5,2,6
2,3,4,8,17,9,9
1,2,9,11,19,3,5
2,3,4,6,10,5,7
1,2,3,6,9,4,10
4,5,8,13,14,4,9
1,2,4,8,12,3,9
2,3,5,7,12,3,7
1,3,4,9,13,8,11
2,4,6,9,11,1,9
1,2,3,4,14,8,11
1,6,8,13,26,6,7
1,2,3,6,8,9,10
2,4,6,10,13,2,11
1,2,4,5,8,3,10
4,5,7,8,12,3,7
1,5,6,10,13,8,12
1,2,4,5,19,2,7
1,2,3,6,8,2,6
2,3,5,6,10,3,9
4,6,9,10,13,3,10
1,2,3,5,21,8,8
1,7,10,11,15,6,8
1,3,8,9,14,6,11
1,5,10,13,22,5,10
1,2,8,11,12,4,11
1,2,3,5,9,7,11
1,2,3,4,5,5,10
1,2,3,10,14,8,12
1,2,10,14,18,4,8
2,4,5,6,7,1,9
1,3,5,6,10,2,8
4,5,7,14,23,5,8
3,4,6,8,12,8,9
1,3,9,10,26,3,10
1,2,5,8,9,4,7
1,2,5,6,12,10,8
1,2,3,7,18,2,8
2,5,6,7,10,5,11
1,4,8,11,19,4,12
4,7,13,14,15,1,11
2,4,5,7,11,8,9
2,3,4,6,19,11,12
1,3,8,14,16,2,10
5,6,9,14,15,7,12
1,4,5,6,11,3,9
1,2,5,7,12,7,8
1,6,9,15,16,3,9
1,7,11,13,18,2,3
1,4,6,7,13,5,8
2,3,4,5,8,6,12
2,3,5,8,9,1,6
3,8,9,10,12,7,11
1,3,5,7,8,4,8
1,2,3,9,24,2,9
2,3,9,13,24,2,10
3,4,5,7,13,1,11
1,3,4,6,31,2,6
2,3,4,10,20,2,9
3,4,6,7,16,6,7
3,4,5,10,15,1,3
2,3,4,6,10,1,11
1,3,7,8,9,2,12
2,3,4,16,1,4,6
3,4,5,6,10,1,11
3,9,10,11,13,3,12
2,3,5,7,12,1,8
3,10,15,17,21,4,10
4,5,6,7,9,5,11
1,5,9,11,23,5,12
1,3,4,5,9,4,9
1,3,4,8,18,5,9
1,2,3,6,10,4,4
1,2,3,6,11,6,7
1,3,5,9,20,2,7
1,6,7,8,9,3,7
2,3,4,6,7,1,12
1,2,5,11,21,7,11
2,3,4,13,21,5,12
1,6,13,15,17,7,8
1,4,7,9,11,1,11
3,5,7,17,24,4,5
2,5,11,21,24,3,7
2,5,6,12,17,3,12
2,3,4,5,10,3,10
2,4,5,7,9,3,9
1,2,3,5,15,1,9
2,3,10,18,19,7,10
1,6,7,9,23,1,12
1,6,7,16,17,7,9
1,2,4,6,8,6,6
2,7,10,11,14,7,12
1,5,10,15,20,6,9
1,2,3,5,18,8,11
4,6,8,9,21,3,12
1,2,5,7,22,4,9
1,3,5,14,24,8,9
2,3,4,10,14,6,8
1,3,4,5,18,2,12
1,2,5,6,17,10,11
1,2,4,6,11,3,9
1,9,10,11,20,2,3
1,2,3,5,19,3,9
1,4,8,9,18,6,6
1,2,5,9,12,1,9
2,3,7,8,9,5,10
1,2,3,4,5,2,12
1,4,5,8,11,10,10
2,3,5,6,10,7,8
1,2,4,11,13,2,5
1,2,3,6,16,2,3
1,2,3,9,16,4,5
1,2,5,6,15,1,9
1,2,4,15,22,1,10
1,4,5,7,8,4,5
1,4,10,13,15,1,11
2,4,5,10,14,4,8
1,2,6,8,12,3,10
1,2,3,6,11,2,4
1,5,6,10,13,8,9
2,3,5,16,17,7,11
4,6,7,8,12,3,6
1,4,8,10,15,5,6
1,2,6,12,14,6,7
1,5,6,8,11,3,12
4,7,11,13,6,3,12
1,2,8,9,10,2,10
1,4,10,11,13,4,7
4,5,12,13,16,5,9
2,3,7,8,15,4,12
2,3,12,21,24,2,3
1,2,7,13,25,2,3
1,2,5,6,9,3,11
1,2,4,5,7,6,12
1,5,8,10,14,8,9
3,5,7,9,17,7,9
1,2,3,5,7,3,9
1,2,3,5,7,4,7
2,6,8,10,28,1,5
2,4,5,11,14,5,11
1,2,5,12,13,1,11
1,6,8,14,21,1,11
2,3,6,8,14,2,12
2,3,4,8,17,2,11
2,3,5,6,10,7,11
1,2,6,7,17,7,11
2,4,5,7,10,5,8
1,3,5,7,11,8,8
1,2,3,5,6,5,7
2,4,5,10,23,5,7
3,4,5,8,15,1,8
1,3,8,17,15,5,9
2,3,8,9,15,1,4
1,2,11,12,15,4,10
2,3,5,11,31,3,11
1,2,5,6,13,4,8
1,4,5,9,11,5,8
1,4,6,7,8,5,12
2,5,7,9,21,5,11
1,2,3,5,6,2,11
3,4,5,7,10,2,8
1,3,4,8,9,4,5
2,3,4,8,10,10,10
1,2,3,4,11,1,8
1,3,4,7,14,3,7
1,9,10,11,13,4,7
1,4,5,6,7,5,6
1,3,4,13,18,1,7
1,3,6,10,17,5,9
1,5,8,9,10,5,7
1,2,4,15,23,2,6
3,4,6,7,10,3,11
1,3,4,6,16,7,10
2,5,6,11,17,6,12
2,3,5,6,9,6,12
3,7,8,12,17,9,11
4,7,8,9,10,1,10
1,3,6,17,23,5,8
1,3,5,6,14,3,8
1,2,3,15,16,2,10
2,3,7,10,8,1,12
2,8,9,12,15,3,7
1,3,7,11,17,6,9
1,2,9,15,20,3,5
1,4,17,19,17,4,9
1,2,3,9,10,3,12
2,7,8,11,16,6,7
1,2,5,6,14,4,7
1,3,5,8,32,1,11
3,4,5,8,9,4,12
6,7,9,15,23,7,9
2,4,6,8,10,5,8
2,4,6,9,10,4,5
1,4,6,7,10,7,9
2,4,7,20,33,9,9
1,2,4,5,6,7,7
1,2,5,7,14,5,8
2,4,5,6,11,9,12
2,3,4,10,15,4,5
2,3,5,7,19,5,9
1,2,3,4,24,3,11
1,2,3,5,7,7,8
3,6,7,15,23,7,9
1,4,5,8,15,9,12
1,3,5,6,29,2,6
2,3,4,14,24,1,8
2,5,7,8,9,7,12
5,6,9,14,15,3,12
4,5,7,11,12,2,10
1,2,4,7,10,5,7
1,4,9,10,16,3,12
1,2,3,6,11,5,10
1,2,5,11,15,4,10
1,5,9,10,14,1,5
1,5,10,12,15,11,12
2,5,6,7,12,3,11
1,4,5,7,9,3,8
2,3,4,7,10,2,4
1,6,8,13,17,4,7
1,5,8,9,15,6,7
2,3,5,11,16,1,12
1,3,5,6,10,1,8
1,3,5,7,9,5,9
2,6,10,15,17,5,8
5,6,7,16,17,3,10
1,3,5,7,11,8,9
2,5,9,10,14,2,5
1,2,3,4,6,1,11
1,3,10,13,28,2,6
1,4,5,8,18,3,9
1,5,6,7,13,3,12
1,2,4,6,26,4,5
1,2,3,5,12,6,9
1,3,4,11,15,5,12
2,3,5,9,35,1,9
1,2,5,6,17,3,8
2,3,9,10,21,5,7
1,2,12,16,18,3,6
2,3,4,7,10,2,2
1,3,4,7,9,2,7
1,2,3,15,25,6,12
1,2,4,6,11,2,11
5,6,8,14,19,3,7
1,2,4,6,11,1,7
3,4,7,11,15,3,9
1,3,11,18,19,2,9
1,4,5,7,10,3,10
2,3,6,7,10,4,11
1,2,3,7,8,5,6
2,4,5,8,9,4,11
1,2,3,4,8,11,12
1,2,4,5,10,4,5
2,3,5,8,14,9,12
1,4,6,16,19,2,12
1,2,3,4,9,1,10
2,6,12,14,18,4,7
1,3,4,5,9,2,10
1,3,6,14,16,5,12
1,3,5,7,8,3,10
4,5,7,9,16,3,8
1,7,15,21,23,1,4
1,3,4,5,14,4,7
1,2,3,7,20,2,12
2,3,4,7,14,3,10
3,6,10,11,19,4,7
2,4,5,8,16,5,7
3,5,6,8,15,1,8
1,4,6,9,12,2,2
2,3,4,6,7,1,6
2,3,8,14,19,1,11
1,4,7,10,14,5,5
1,3,5,7,9,3,10
1,2,8,11,25,7,10
2,3,4,6,9,3,4
2,3,4,10,16,4,11
1,2,5,10,21,1,11
2,3,4,5,6,3,10
1,3,5,9,11,5,12
2,3,7,8,9,2,3
1,6,7,16,17,5,7
3,5,9,13,20,6,11
1,2,3,4,12,2,11
1,4,9,11,15,9,10
4,6,7,8,9,2,8
1,2,3,9,14,1,2
2,3,4,5,8,1,12
1,3,8,10,11,5,12
2,4,5,8,11,5,7
1,2,4,11,15,7,9
2,3,4,7,8,3,6
3,4,6,7,15,10,10
1,2,5,8,16,3,10
1,5,6,13,18,2,7
1,2,5,8,10,3,10
5,7,8,9,13,2,11
2,3,5,10,12,2,4
2,4,11,12,21,7,8
2,3,5,10,22,1,11
1,2,3,13,18,3,10
1,5,6,9,18,7,8
1,4,10,12,19,5,8
1,2,6,7,11,5,9
1,3,5,10,11,5,6
2,3,4,5,12,2,10
1,3,5,6,9,1,6
2,6,7,8,11,6,10
1,2,3,5,17,10,11
1,2,7,12,14,4,9
1,3,5,14,23,3,12
1,2,5,7,16,2,12
1,3,6,7,15,3,11
2,3,4,8,11,7,8
2,4,7,9,10,2,12
1,2,4,10,12,1,12
1,3,7,11,15,1,8
3,6,7,9,12,6,10
1,2,3,17,28,3,8
3,6,9,14,2,5,10
1,4,7,11,12,2,7
1,2,5,7,19,8,10
1,3,6,9,15,5,10
1,2,3,5,19,1,5
2,5,9,15,19,10,12
1,5,9,11,16,5,7
3,5,6,7,13,4,7
1,4,5,6,16,3,9
1,3,6,7,11,5,9
1,4,5,15,29,1,12
1,2,4,6,28,5,7
4,5,7,8,16,2,4
1,2,3,7,11,4,10
1,3,4,5,10,3,11
3,6,9,10,14,7,12
1,2,6,8,17,3,12
2,3,4,5,8,6,7
1,2,3,5,8,2,2
1,2,3,4,15,6,11
1,3,14,15,20,8,9
1,2,3,7,15,1,7
3,7,8,13,24,1,8
1,2,4,14,19,9,12
1,6,8,9,13,9,11
3,4,6,7,14,6,6
2,3,7,11,27,2,4
1,5,7,14,24,2,9
2,3,5,6,14,7,9
2,4,5,6,10,2,12
1,4,5,8,11,3,7
1,3,9,13,15,5,11
1,4,5,7,17,2,12
1,3,4,11,12,9,10
1,2,3,8,14,9,12
4,7,12,13,4,7,11
1,2,5,23,25,5,7
1,2,3,5,11,1,10
1,6,7,12,14,1,5
3,4,5,6,16,3,5
1,4,6,7,21,7,10
3,4,5,13,16,10,10
3,4,5,6,13,3,7
6,10,11,15,28,3,10
1,2,3,6,17,7,12
1,5,11,14,15,1,8
1,3,4,6,10,5,12
1,4,8,12,14,1,10
1,2,3,6,8,3,8
2,3,5,6,12,2,6
2,8,11,12,8,5,7
3,7,9,10,18,1,9
3,7,8,10,15,2,12
2,4,8,10,19,3,12
2,3,4,5,7,2,10
1,4,6,9,12,9,9
1,3,4,7,14,3,11
2,3,4,8,10,9,11
3,4,8,9,21,3,10
2,3,4,5,19,1,10
2,3,7,10,17,5,8
1,3,7,8,13,3,11
1,2,9,10,22,3,8
2,4,5,6,13,1,7
3,6,8,10,13,4,11
3,5,6,7,13,2,12
1,2,5,6,12,2,5
2,3,4,6,13,3,9
1,2,5,6,15,1,11
1,6,7,9,4,6,9
1,5,7,8,10,3,10
1,4,9,17,20,3,10
4,6,9,16,26,9,11
1,2,4,13,16,1,12
1,3,8,9,10,4,12
1,5,7,14,24,11,11
2,3,5,12,17,4,7
1,5,7,9,11,4,8
1,2,4,10,14,5,10
3,6,8,10,16,2,12
1,2,3,11,16,1,3
3,4,6,13,20,7,11
1,3,5,9,22,2,6
1,2,4,5,9,5,12
2,3,5,7,10,5,11
1,2,3,23,24,2,6
2,3,4,5,10,7,12
5,6,8,13,16,3,9
1,3,4,7,11,5,9
1,4,7,10,12,3,10
1,2,4,5,6,1,11
2,4,6,9,14,3,8
1,3,5,10,13,1,12
1,2,3,5,9,7,9
1,4,5,9,10,1,8
2,3,4,10,23,3,9
1,2,3,6,10,2,11
1,3,5,7,9,2,6
1,3,6,8,9,3,7
2,5,11,13,16,4,12
2,4,10,12,14,1,12
5,7,11,17,33,9,11
3,7,9,19,21,9,9
1,3,4,7,15,6,7
1,4,5,7,9,4,7
2,3,5,7,13,10,11
2,3,8,9,12,1,9
1,6,7,22,24,1,10
1,3,5,7,12,2,10
1,2,5,11,15,8,9
1,3,4,10,11,4,7
4,9,14,19,22,2,2
1,2,9,10,15,7,12
5,7,8,9,24,3,5
1,2,5,6,16,6,7
1,3,4,5,22,6,8
2,9,11,12,15,3,10
1,4,5,7,17,7,9
1,3,5,6,10,8,9
1,3,6,10,21,8,9
1,5,9,14,14,11,11
1,4,5,6,8,2,9
5,11,12,13,15,3,6
1,2,3,13,16,2,9
2,3,4,5,6,7,9
1,2,3,6,10,5,5
3,4,5,13,22,1,10
1,2,3,6,10,2,7
4,6,7,10,13,9,9
1,2,3,5,8,2,8
2,3,4,25,3,8,10
1,2,5,8,9,1,11
3,4,6,13,17,5,5
1,2,5,7,19,1,5
1,2,7,12,21,8,8
1,4,6,12,14,3,9
2,3,5,9,13,3,10
2,6,7,8,13,3,6
1,2,5,6,14,6,11
2,5,9,10,16,8,11
4,5,6,7,8,10,11
1,2,4,7,15,5,12
7,9,10,19,25,2,11
1,2,4,5,6,10,12
2,7,10,12,15,5,10
3,5,7,11,21,6,9
1,4,6,11,12,5,11
1,3,7,9,21,5,7
1,3,5,8,19,1,12
1,2,5,13,22,1,7
1,3,4,11,12,6,7
1,2,3,5,16,5,9
1,4,5,10,11,10,11
2,4,5,6,8,3,11
1,3,7,8,12,4,6
2,4,8,12,26,3,12
2,6,10,11,12,2,3
1,2,5,10,12,2,6
1,2,5,9,16,3,5
1,3,9,10,11,5,9
4,7,14,18,19,3,8
3,4,6,8,11,8,8
1,4,5,6,11,3,12
1,2,7,9,18,2,12
1,2,3,5,6,4,11
1,2,3,4,11,2,5
2,4,5,6,7,2,11
1,5,6,7,8,2,10
1,3,8,11,14,6,7
2,3,5,7,31,7,9
4,10,12,15,20,1,7
1,2,3,4,13,1,8
1,2,3,9,14,5,7
1,3,5,6,7,2,11
1,3,6,8,14,6,12
2,4,5,6,8,7,11
1,2,4,8,10,3,10
1,4,5,7,23,4,7
2,4,9,16,23,5,9
4,6,7,12,16,4,8
3,4,10,11,17,5,11
3,5,10,17,21,2,12
1,2,5,9,19,1,12
2,4,5,7,14,1,11
2,3,4,7,11,7,10
1,2,3,11,13,2,12
3,5,12,13,19,7,6
1,3,9,10,12,3,6
1,3,4,5,6,3,7
1,3,5,14,16,4,11
1,2,6,9,16,4,7
1,2,4,5,6,2,12
1,2,3,6,15,3,8
1,2,3,4,11,9,9
1,3,7,14,15,4,8
1,2,3,5,15,2,4
3,4,5,7,20,8,10
1,5,7,8,10,10,10
1,6,9,15,17,1,11
2,5,12,13,17,4,7
1,3,5,14,31,9,11
2,3,9,14,16,5,10
1,10,11,13,16,2,2
1,2,3,9,13,1,11
1,3,4,7,11,4,4
1,6,7,10,34,7,9
1,2,11,19,20,7,7
2,4,7,11,14,3,11
2,6,9,10,13,3,8
2,4,9,10,12,5,6
1,2,3,4,5,3,8
1,3,6,8,12,6,10
3,6,8,14,17,9,12
2,4,6,7,11,5,9
2,3,4,10,19,2,12
1,2,6,9,13,6,10
5,6,9,12,16,7,8
1,2,7,16,20,3,9
1,3,5,6,14,6,10
1,2,4,8,15,6,12
1,2,3,5,13,5,6
5,8,14,22,23,8,9
1,5,6,7,12,5,8
1,2,5,6,8,1,6
2,3,4,5,12,3,7
1,2,3,8,9,7,12
1,2,3,8,19,2,8
1,6,8,11,19,9,10
1,4,9,10,27,6,9
1,6,7,8,14,6,10
1,3,8,14,23,1,10
1,3,9,14,15,2,8
4,5,9,11,17,1,6
1,5,7,13,19,4,7
1,2,4,7,8,2,7
1,2,3,8,17,4,10
1,4,8,9,10,7,10
1,5,6,7,21,2,10
1,3,5,9,16,2,11
1,2,3,5,24,4,7
2,4,7,10,14,8,9
4,6,8,10,13,2,11
3,6,7,9,11,6,10
1,3,4,14,18,8,11
1,5,6,12,14,5,5
1,3,7,10,13,1,10
1,5,6,7,10,1,11
1,5,6,7,9,3,8
2,4,5,9,21,1,10
1,2,3,5,8,7,11
1,3,6,8,14,1,9
6,7,11,14,16,1,9
1,2,3,4,13,6,10
1,4,7,10,15,2,12
1,3,4,7,13,1,12
1,3,4,6,8,4,9
1,4,5,11,13,8,11
2,3,4,6,10,4,12
1,4,7,8,12,9,9
2,3,6,7,13,1,8
5,7,9,14,21,1,7
1,2,8,11,15,1,12
1,2,3,6,9,1,9
1,5,9,11,12,2,3
1,2,3,4,18,6,11
1,10,12,14,17,2,8
1,4,6,7,9,1,9
1,2,6,12,23,3,10
1,3,5,14,24,9,12
4,6,8,10,12,4,7
2,3,5,9,17,4,6
2,3,5,6,14,5,5
1,3,4,6,28,4,9
3,6,8,15,19,4,10
2,8,9,14,25,5,11
1,2,9,11,18,4,8
3,5,7,9,11,8,11
1,3,5,15,21,2,9
3,5,6,8,11,9,10
2,3,5,12,14,4,10
1,3,6,20,22,8,8
3,5,6,8,11,1,10
5,6,7,8,15,1,12
1,2,4,8,24,2,10
2,4,5,6,7,10,11
1,3,6,7,12,5,12
2,3,5,6,9,1,12
1,2,4,6,7,1,12
1,4,5,6,7,5,9
1,2,3,4,5,4,8
2,5,6,13,19,8,9
1,2,7,8,10,6,8
2,4,5,6,11,9,11
1,2,6,8,12,5,9
4,7,9,11,16,3,9
1,5,9,19,23,4,7
1,4,5,7,12,3,8
2,4,6,7,14,1,9
1,2,7,9,13,5,11
1,4,5,7,8,2,11
1,4,6,9,14,10,11
1,2,3,7,8,7,9
3,4,5,6,8,6,11
2,5,7,8,24,4,12
1,2,4,8,13,5,9
1,2,3,8,14,7,11
1,2,4,8,13,3,10
2,5,6,7,11,1,8
2,3,6,9,10,3,9
2,10,17,18,20,6,8
2,3,7,9,17,2,9
1,8,11,18,27,3,8
3,7,9,11,14,3,9
1,2,5,6,12,3,9
3,4,6,7,12,4,8
1,2,3,6,13,8,10
5,6,7,8,9,10,12
2,4,5,10,14,3,5
1,2,5,6,12,1,12
3,4,5,6,16,1,10
2,3,6,7,12,2,5
2,3,5,9,7,6,11
1,6,12,14,17,4,7
1,3,7,10,24,5,12
1,4,8,11,14,2,7
3,4,8,13,18,2,8
7,8,12,15,16,2,11
3,4,5,9,11,3,9
1,4,7,9,19,6,9
1,4,6,7,11,2,7
2,3,6,11,23,7,9
1,2,5,13,21,5,8
1,3,4,7,14,1,8
2,3,4,5,10,6,12
2,4,5,6,10,3,7
1,5,6,9,18,9,12
1,2,3,5,14,1,9
1,2,3,6,19,11,12
2,5,8,9,16,9,10
4,5,7,10,14,8,11
1,2,6,9,11,3,8
2,3,5,9,15,3,12
3,4,5,6,12,6,12
2,3,7,18,22,4,10
1,3,6,7,34,2,12
1,2,4,5,10,8,11
1,2,4,5,7,3,11
1,5,6,8,10,1,7
5,7,8,17,18,6,7
1,2,3,5,6,2,12
1,3,4,5,10,2,12
1,4,5,9,10,4,6
4,5,6,10,14,4,7
2,5,6,7,9,2,12
1,2,4,7,13,3,8
3,4,5,15,19,3,9
1,3,5,10,31,7,10
3,4,5,8,9,1,12
3,6,10,11,15,2,10
2,3,4,7,12,5,12
4,11,12,13,14,3,5
1,3,5,16,19,1,8
2,8,9,10,21,1,9
1,3,4,5,15,5,12
1,3,4,5,19,6,9
2,3,4,5,6,8,10
1,2,6,7,11,1,8
1,2,3,4,10,6,11
2,7,8,10,11,6,12
1,2,5,9,14,1,7
1,3,7,9,17,5,11
1,4,7,8,13,2,9
1,2,3,5,10,6,10
1,3,5,11,14,1,12
3,5,10,14,21,4,11
1,7,10,13,16,3,9
1,2,3,8,9,1,5
1,2,3,16,27,5,11
3,5,6,9,12,2,11
1,5,6,7,19,9,10
1,2,3,4,9,4,9
1,2,5,11,21,2,3
1,3,5,7,11,5,7
1,2,6,8,26,7,9
1,2,3,5,13,1,11
1,4,8,9,11,3,12
1,3,6,8,11,2,12
1,2,3,7,12,2,9
1,5,6,9,11,3,11
5,6,7,10,13,4,5
2,5,6,8,9,1,9
1,2,6,8,21,2,4
1,2,7,13,15,2,10
1,2,4,12,21,8,12
2,4,5,6,8,2,10
4,5,8,10,15,3,11
1,2,3,4,6,1,9
2,3,4,12,27,9,11
1,2,4,9,17,3,12
1,5,6,7,8,6,12
1,3,5,6,13,1,7
2,5,7,8,26,8,9
2,4,7,8,22,3,11
1,5,7,9,12,6,12
1,3,6,8,10,6,10
2,3,11,14,16,5,12
4,10,15,18,23,2,9
1,14,16,19,27,1,12
1,2,3,4,21,5,12
2,4,5,13,16,5,8
1,2,5,9,12,5,6
3,4,5,6,8,3,12
3,4,7,8,11,4,9
1,6,7,14,15,6,11
4,6,7,11,20,3,10
1,2,4,5,8,3,6
1,4,6,7,9,4,8
1,3,4,5,6,3,12
1,4,6,9,13,4,8
2,3,4,7,9,2,6
1,2,3,4,8,8,9
2,3,5,8,18,11,11
1,2,3,4,11,1,7
1,2,3,4,16,4,6
1,3,4,8,10,6,8
1,4,5,7,8,5,8
1,5,9,15,32,4,7
1,2,3,5,13,11,12
2,3,4,7,13,8,10
3,5,6,8,14,7,10
2,3,5,12,14,1,8
3,4,5,8,14,3,6
3,6,11,16,22,5,11
2,3,4,5,7,7,8
1,2,3,5,11,6,12
3,4,6,7,15,7,10
1,3,5,9,13,4,5
1,4,6,7,13,1,12
2,3,8,9,15,1,9
1,3,4,6,11,5,6
1,2,6,19,20,5,9
1,3,5,7,10,9,10
1,3,7,10,15,7,10
1,2,4,6,14,7,11
1,2,3,4,5,9,11
2,4,8,9,10,8,9
2,4,5,7,19,7,2
1,3,5,6,12,1,12
1,4,5,7,16,4,9
1,3,4,5,8,1,9
1,2,4,5,10,2,12
1,6,7,8,16,1,7
1,2,6,8,24,4,6
1,4,8,9,20,6,10
3,4,8,11,29,5,5
2,4,6,10,16,3,10
2,3,6,7,16,1,8
2,4,5,6,31,2,6
3,4,5,11,12,8,12
2,6,8,9,20,6,12
2,4,8,10,13,2,9
1,3,5,12,13,3,7
1,6,7,10,29,4,10
5,6,9,10,18,5,9
2,3,4,5,7,8,9
4,5,8,10,13,5,6
2,4,5,13,14,6,8
1,3,6,8,14,4,11
1,2,10,11,30,8,12
1,2,5,6,11,1,12
1,2,4,5,8,7,9
1,4,5,8,14,4,11
1,2,8,11,16,7,12
4,5,6,9,18,3,4
2,3,6,13,14,7,8
4,5,8,10,15,9,11
3,5,6,7,8,7,12
1,3,5,6,7,7,7
1,3,6,8,11,3,9
1,3,6,7,8,1,8
10,12,14,18,1,5,9
1,3,4,5,26,7,12
2,5,9,10,13,9,10
3,5,6,7,22,2,10
2,5,6,8,14,1,9
3,4,7,12,15,5,8
1,3,7,13,14,4,9
3,4,8,9,23,7,12
2,4,10,11,23,5,9
1,2,3,8,12,4,12
1,4,6,7,14,4,11
2,3,4,6,9,2,11
1,2,6,8,13,7,8
1,3,4,6,9,1,11
2,4,7,9,11,5,6
2,5,12,14,15,2,10
2,3,4,5,7,6,10
1,4,11,13,18,1,7
4,7,8,11,14,5,9
2,5,9,11,12,7,11
1,3,5,10,20,6,12
1,2,3,10,15,7,9
3,6,7,10,23,4,8
2,3,7,11,12,8,9
2,6,7,8,35,2,10
2,3,4,7,20,5,7
1,2,4,5,11,1,11
1,4,6,14,15,5,10
3,4,5,13,15,10,12
1,2,3,4,5,3,7
2,3,8,9,10,1,10
1,2,3,10,15,10,10
2,5,6,8,31,5,9
1,4,5,10,17,8,12
1,3,8,11,18,3,4
1,3,5,7,10,2,12
1,2,3,4,6,1,8
6,7,9,10,11,3,10
2,3,4,6,8,4,5
1,2,3,9,13,9,12
2,3,4,21,30,4,6
1,2,3,5,10,5,9
1,2,5,6,16,2,11
3,5,6,10,17,5,10
2,3,4,5,24,1,11
1,4,6,11,13,7,12
1,3,5,9,15,4,6
2,7,8,9,12,7,12
1,3,4,9,16,9,11
1,6,8,9,12,4,12
4,5,6,9,10,7,9
2,5,6,8,10,7,10
1,3,5,10,12,8,10
1,3,6,7,10,8,10
1,4,9,12,23,8,10
1,5,6,9,11,3,4
3,4,5,8,12,7,7
2,5,7,13,15,5,9
1,3,4,5,9,7,10
2,4,5,9,10,2,11
1,2,9,10,13,8,12
1,3,5,6,18,3,12
2,5,6,7,17,5,11
1,2,7,8,11,3,9
1,2,5,7,8,3,9
2,4,7,12,15,2,9
1,3,4,6,11,4,11
1,4,5,14,22,3,11
1,2,5,14,21,2,6
4,9,10,12,15,3,3
1,2,5,6,12,6,10
1,5,6,10,11,8,6
1,6,7,12,21,1,8
1,2,4,5,6,9,10
3,5,7,12,23,2,3
2,4,6,10,14,1,11
1,2,4,7,11,5,11
1,2,3,6,10,6,7
2,4,5,7,10,1,7
1,4,6,7,14,2,7
1,2,3,10,13,3,12
1,3,4,5,11,4,10
1,2,7,12,17,6,6
1,2,3,7,21,1,3
2,4,5,12,14,3,10
1,2,3,8,14,5,12
1,5,8,15,17,8,10
1,4,5,8,10,5,11
2,10,13,16,17,3,6
3,6,8,10,16,1,11
2,6,7,10,13,2,7
1,5,7,10,11,2,4
1,2,4,7,11,5,7
1,3,5,7,11,5,12
1,2,3,5,17,1,11
1,2,6,8,13,4,10
2,4,8,10,13,3,12
6,7,8,10,17,8,12
1,5,6,11,35,6,9
3,4,7,8,12,2,11
1,3,6,7,9,2,10
1,3,7,9,33,5,11
1,2,6,9,16,7,9
1,3,4,9,20,8,12
2,7,11,15,16,4,10
2,4,6,8,13,2,5
