序号,红1,红2,红3,红4,红5,蓝1,蓝2
9045,2,11,17,20,22,2,6
9046,2,3,4,5,6,2,5
9047,2,3,5,6,16,2,12
9048,3,4,5,8,13,2,12
9049,2,3,8,22,23,9,10
9050,3,5,7,10,20,3,8
9051,2,3,7,10,11,1,11
9052,10,15,19,25,33,2,5
9053,2,5,19,20,35,4,8
9054,2,5,6,7,33,5,10
9055,2,5,8,9,35,1,12
9056,3,6,12,18,20,2,5
9057,2,13,18,20,32,3,5
9058,2,6,8,14,17,5,9
9059,6,8,10,13,31,1,10
9060,2,3,9,14,32,3,8
9061,2,3,9,13,18,5,12
9062,1,2,3,4,23,5,9
9063,2,5,12,19,25,6,10
9064,3,7,11,12,28,5,10
9065,2,3,5,8,12,8,9
9066,2,3,8,9,28,5,8
9067,2,8,11,14,29,4,6
9068,5,8,10,12,27,2,3
9069,3,11,15,27,33,9,12
9070,3,7,10,12,34,3,12
9071,1,2,7,11,21,8,11
9072,2,4,8,13,17,4,9
9073,2,7,11,14,28,6,9
9074,1,4,14,15,29,10,11
9075,2,3,4,8,27,3,10
9076,1,5,15,16,30,5,6
9077,6,10,12,16,34,8,11
9078,2,5,18,22,26,3,8
9079,2,5,9,10,34,5,6
9080,5,7,13,19,30,4,9
9081,5,7,8,14,16,1,6
9082,2,4,19,22,35,1,4
9083,5,8,11,24,31,1,10
9084,1,5,8,24,31,1,10
9085,2,5,7,8,12,2,10
9086,5,7,8,15,23,1,7
9087,4,5,9,15,34,6,12
9088,2,4,9,15,17,3,11
9089,3,4,11,15,18,7,8
9090,4,6,10,11,35,8,10
9091,1,7,9,12,16,5,11
9092,3,5,12,13,30,7,10
9093,2,5,6,9,19,3,11
9094,5,6,8,12,15,2,12
9095,3,4,15,19,28,3,11
9096,2,7,15,21,26,1,9
9097,4,13,14,21,30,8,11
9098,1,3,9,16,18,1,6
9099,1,3,5,9,15,5,10
9100,1,2,3,10,24,1,6
9101,2,3,6,10,16,3,7
9102,2,3,5,7,11,6,10
9103,3,4,6,21,34,1,12
9104,2,3,4,5,6,7,10
9105,3,7,8,15,33,7,8
9106,1,5,15,20,34,2,4
9107,1,10,21,28,29,4,8
9108,2,3,6,8,10,1,3
9109,2,6,13,16,26,1,9
9110,1,3,5,20,26,3,11
9111,2,3,5,6,27,8,11
9112,2,3,5,21,22,9,11
9113,2,8,9,24,35,7,12
9114,2,8,17,22,29,3,10
9115,2,6,12,18,20,11,12
9116,1,3,5,7,28,10,11
9117,1,6,11,14,16,6,10
9118,2,4,5,10,13,1,7
9119,8,9,19,21,26,9,11
9120,7,11,14,29,30,4,6
9121,5,6,9,13,32,2,12
9122,3,9,10,13,18,1,9
9123,2,9,18,25,32,1,8
9124,4,7,9,13,32,4,5
9125,1,2,5,6,11,5,11
9126,1,5,12,19,26,6,9
9127,1,2,3,11,21,8,11
9128,1,7,10,16,32,5,7
9129,3,4,5,29,35,4,5
9130,4,5,21,22,23,6,7
9131,2,5,8,11,34,4,6
9132,2,5,8,13,22,1,8
9133,3,5,7,10,31,2,5
9134,3,7,10,18,20,1,8
9135,2,3,4,7,15,2,6
9136,2,3,4,5,7,3,10
9137,3,4,8,15,27,3,10
9138,5,8,15,16,31,3,8
9139,1,4,13,26,31,8,9
9140,4,6,13,15,29,5,8
9141,2,11,12,13,15,3,6
9142,4,5,6,7,25,6,9
9143,2,3,5,8,29,9,11
9144,3,5,8,19,21,6,9
9145,1,2,5,12,26,2,12
9146,5,6,8,11,28,1,6
9147,3,4,6,17,19,2,3
9148,1,2,9,34,35,9,10
9149,2,3,4,5,13,1,4
9150,3,4,5,10,27,2,7
9151,2,4,8,10,23,4,5
9152,3,4,5,14,25,4,6
9153,2,21,26,32,35,1,9
9154,2,9,15,32,33,3,5
9155,1,3,10,11,13,3,10
9156,3,6,11,20,24,4,9
9157,1,2,4,5,30,5,6
9158,2,4,5,7,11,8,11
9159,1,4,6,9,31,6,9
9160,2,3,4,13,16,2,8
9161,2,5,6,7,10,5,8
9162,2,3,18,19,24,3,12
9163,2,3,9,16,22,1,6
9164,7,8,15,18,22,5,12
9165,2,7,8,16,24,6,10
9166,4,8,10,17,28,5,12
9167,2,5,7,8,15,6,8
9168,1,5,7,8,16,1,7
9169,1,7,11,18,28,8,11
9170,2,4,9,14,32,1,7
9171,2,5,14,27,31,6,9
9172,2,5,9,24,29,1,4
9173,3,6,8,10,15,4,10
9174,4,5,6,8,10,2,3
9175,1,2,5,10,12,6,11
9176,2,3,5,10,21,9,10
9177,3,4,6,8,22,3,11
9178,2,3,4,12,16,1,9
9179,1,5,16,20,21,2,3
9180,1,2,5,8,33,2,8
9181,1,3,5,6,8,6,12
9182,1,3,5,16,29,9,10
9183,2,4,10,15,20,2,12
9184,1,2,4,15,16,5,10
9185,1,3,4,5,6,1,12
9186,1,3,8,16,27,1,10
9187,1,8,9,16,30,3,10
9188,2,8,9,16,24,5,7
9189,1,9,18,21,24,5,6
9190,2,5,11,23,33,7,11
9191,2,4,7,9,33,9,10
9192,3,5,15,17,28,3,11
9193,8,13,15,22,27,3,10
9194,1,2,4,5,22,3,12
9195,1,2,4,5,30,6,9
9196,2,5,6,12,29,4,8
9197,2,6,19,28,30,7,9
9198,2,3,18,29,30,3,9
9199,6,8,17,27,32,3,5
9200,6,8,20,21,31,3,12
9201,6,12,13,31,35,1,10
9202,3,5,11,13,15,2,4
9203,1,10,20,31,35,1,9
9204,3,5,7,10,13,2,3
9205,5,7,10,20,28,8,12
9206,2,3,7,13,16,1,3
9207,4,6,9,13,18,5,12
9208,6,7,13,22,26,1,3
9209,4,7,8,9,28,1,7
9210,10,12,21,23,30,9,10
9211,2,10,17,19,23,7,9
9212,1,2,6,21,25,6,11
9213,2,6,19,28,33,2,11
9214,3,5,6,13,22,3,8
9215,1,2,8,12,32,2,10
9216,5,8,9,24,31,3,10
9217,5,8,31,34,35,2,12
9218,2,4,5,7,16,9,10
9219,1,3,16,22,30,1,5
9220,2,5,7,10,18,2,6
9221,3,5,7,10,32,2,11
9222,3,8,10,13,28,1,6
9223,3,5,6,8,14,1,10
9224,5,16,23,30,34,2,11
9225,1,16,17,18,29,3,5
9226,13,17,26,31,33,2,9
9227,2,5,18,30,33,5,7
9228,1,8,9,12,30,3,4
9229,2,5,16,28,30,1,6
9230,3,5,8,9,22,8,9
9231,1,5,6,12,22,2,9
9232,1,5,6,12,18,2,10
9233,4,8,13,16,18,2,12
9234,3,4,8,13,15,1,8
9235,2,3,7,22,30,3,9
9236,1,6,8,10,31,4,6
9237,1,2,3,5,11,2,8
9238,1,2,5,6,30,5,10
9239,1,3,5,6,7,3,8
9240,1,3,5,6,12,11,12
9241,2,3,5,6,9,8,10
9242,2,3,5,6,31,3,11
9243,2,8,10,13,32,1,10
9244,6,10,11,13,31,3,6
9245,1,2,3,7,25,4,12
9246,1,3,4,5,11,1,12
9247,2,5,20,28,31,7,11
9248,5,6,8,19,28,6,11
9249,4,5,6,22,34,1,10
9250,4,7,8,14,18,6,9
9251,2,3,4,5,33,1,9
9252,2,3,4,5,15,3,7
9253,3,6,8,13,20,2,12
9254,4,5,12,18,24,3,9
9255,14,17,18,32,33,11,12
9256,2,3,5,8,27,3,10
9257,3,4,5,8,10,5,8
9258,3,5,7,9,34,9,11
9259,1,3,5,8,9,1,11
9260,3,4,9,19,30,3,11
9261,2,5,6,9,19,2,6
9262,1,5,7,12,22,4,11
9263,5,6,11,12,22,2,11
9264,1,4,9,10,22,7,8
9265,1,2,4,23,28,8,11
9266,2,6,7,9,19,3,11
9267,2,3,18,30,31,4,9
9268,3,8,10,13,24,5,11
9269,1,5,8,14,17,3,6
9270,1,2,3,4,13,1,5
9271,1,2,3,5,24,1,9
9272,3,4,5,6,23,3,4
9273,2,3,4,6,7,5,10
9274,1,9,10,12,13,1,9
9275,1,6,11,12,19,5,12
9276,3,5,23,32,33,2,7
9277,2,4,6,9,20,7,9
9278,3,4,6,8,33,3,9
9279,3,6,8,11,26,4,9
9280,8,10,13,18,20,5,12
9281,2,3,16,32,35,7,8
9282,2,5,6,8,16,2,3
9283,2,3,5,8,20,2,3
9284,3,6,7,10,32,3,9
9285,1,2,3,7,10,3,11
9286,1,3,4,5,8,1,3
9287,4,5,8,14,29,6,9
9288,4,6,7,11,23,3,5
9289,1,5,8,13,33,1,4
9290,1,3,12,23,26,7,8
9291,2,3,8,9,18,3,7
9292,5,6,15,16,19,2,12
9293,2,3,5,6,7,6,10
9294,4,8,12,24,33,9,12
9295,2,3,4,14,31,8,9
9296,5,6,13,14,16,3,9
9297,2,3,6,10,33,3,12
9298,2,5,7,8,13,4,6
9299,2,18,20,30,33,9,11
9300,2,5,10,15,25,3,5
9301,2,5,11,15,21,9,10
9302,3,4,12,16,20,1,9
9303,2,6,8,14,17,1,5
9304,5,9,11,13,32,5,10
9305,1,5,11,12,13,9,11
9306,1,6,17,20,34,2,6
9307,2,5,10,11,17,7,8
9308,2,4,8,9,15,7,10
9309,2,5,7,11,18,4,12
9310,1,8,11,18,34,1,8
9311,2,6,16,28,30,7,9
9312,15,18,20,25,33,3,12
9313,1,3,6,16,27,1,10
9314,1,7,10,16,32,7,9
9315,3,5,8,11,25,3,10
9316,2,3,5,9,28,10,11
9317,2,3,9,19,30,3,9
9318,3,4,12,27,28,3,12
9319,3,4,6,10,27,2,7
9320,1,3,6,7,10,3,9
9321,2,5,8,15,31,2,5
9322,2,4,15,16,20,3,5
9323,3,4,12,18,23,2,7
9324,1,4,5,12,34,3,10
9325,1,2,5,6,22,1,10
9326,4,5,6,12,13,2,12
9327,6,7,10,16,35,1,3
9328,5,6,7,10,13,1,10
9329,5,14,21,23,30,9,10
9330,3,10,18,30,31,4,9
9331,13,20,26,30,33,11,12
9332,5,6,7,10,31,2,5
9333,2,3,5,6,15,3,11
9334,2,3,5,6,15,2,6
9335,3,4,5,10,26,6,7
9336,18,22,24,25,29,11,12
9337,4,7,8,18,32,3,11
9338,3,8,14,17,26,6,9
9339,2,5,6,12,19,5,6
9340,2,5,9,19,28,8,9
9341,5,6,13,20,35,6,11
9342,5,6,21,24,26,1,9
9343,2,5,26,32,33,2,11
9344,2,3,19,21,28,2,11
9345,7,29,30,33,35,4,6
9346,6,7,13,14,23,3,9
9347,1,6,10,20,26,8,11
9348,1,4,8,11,28,1,6
9349,2,11,12,19,33,2,11
9350,2,5,6,9,19,4,8
9351,2,5,12,18,32,4,11
9352,1,2,7,24,29,4,12
9353,13,19,20,21,31,7,9
9354,5,6,8,16,20,5,7
9355,4,11,13,15,22,3,10
9356,8,13,15,17,18,3,9
9357,1,3,9,12,20,3,4
9358,1,4,5,8,29,1,4
9359,5,17,23,29,33,9,11
9360,12,13,26,28,33,2,8
9361,5,8,15,16,19,2,12
9362,6,8,13,15,17,6,7
9363,2,4,7,13,16,1,10
9364,2,9,15,27,32,3,5
9365,1,2,7,8,12,2,4
9366,1,2,7,10,21,5,9
9367,2,5,7,8,10,2,8
9368,2,8,17,19,22,3,10
9369,8,17,26,27,32,5,12
9370,6,8,17,18,34,3,10
9371,3,4,5,6,15,10,12
9372,2,12,20,21,31,2,3
9373,3,5,10,15,32,3,9
9374,4,5,8,21,33,2,8
9375,1,5,10,18,23,6,7
9376,1,3,7,16,29,2,3
9377,3,5,12,22,29,1,7
9378,1,3,4,11,15,3,5
9379,2,3,6,9,15,2,12
9380,2,3,5,20,24,1,9
9381,3,15,17,27,28,3,11
9382,3,13,27,31,33,2,12
9383,5,6,9,15,16,3,8
9384,4,5,8,12,19,8,9
9385,1,3,5,8,11,2,11
9386,1,5,8,12,26,2,3
9387,4,14,17,18,29,2,3
9388,1,3,5,17,19,2,3
9389,3,4,17,29,33,3,9
9390,2,16,17,20,25,2,6
9391,1,2,5,9,16,6,11
9392,3,16,26,30,33,1,5
9393,2,3,4,26,30,2,8
9394,1,2,11,16,26,6,10
9395,1,3,7,19,34,3,6
9396,4,10,13,25,29,1,7
9397,2,3,5,6,35,6,12
9398,3,5,6,11,21,6,7
9399,3,9,13,18,22,3,8
9400,1,9,13,27,31,3,10
9401,3,9,16,19,28,1,4
9402,6,9,14,32,35,4,12
9403,2,3,9,11,16,1,11
9404,1,2,10,17,28,5,12
9405,4,6,9,11,23,10,11
9406,2,3,10,16,17,3,10
9407,2,8,16,17,19,7,8
9408,2,4,5,8,18,8,12
9409,1,3,4,8,15,2,3
9410,3,4,6,19,20,3,11
9411,3,4,6,9,24,3,9
9412,1,11,13,15,20,9,11
9413,2,10,17,19,23,3,9
9414,1,3,4,5,27,2,7
9415,2,6,12,16,23,4,12
9416,1,2,3,7,33,1,5
9417,3,4,5,6,12,1,3
9418,1,12,13,31,35,1,10
9419,2,3,4,14,23,1,6
9420,2,3,4,8,13,2,12
9421,2,6,16,22,23,4,10
9422,4,5,9,17,18,8,12
9423,1,10,16,17,18,3,5
9424,3,10,15,16,17,5,6
9425,1,3,4,5,27,1,4
9426,2,3,6,17,23,2,5
9427,3,4,6,7,8,10,11
9428,1,5,8,16,34,8,12
9429,3,8,10,14,17,5,12
9430,4,8,11,13,16,1,3
9431,1,5,6,8,31,5,12
9432,1,11,12,28,31,8,10
9433,1,8,13,22,31,6,12
9434,1,2,4,6,9,6,9
9435,1,3,5,6,28,1,12
9436,1,4,6,9,10,7,10
9437,4,6,9,13,30,5,8
9438,3,19,26,28,33,2,11
9439,2,6,8,16,22,8,9
9440,1,3,8,11,12,11,12
9441,8,10,16,29,32,1,10
9442,1,3,11,15,17,5,10
9443,2,8,11,12,19,5,12
9444,2,4,5,16,22,6,7
9445,3,6,9,14,33,7,9
9446,2,3,4,5,10,6,10
9447,4,5,9,10,16,2,12
9448,2,4,9,10,14,1,4
9449,3,4,6,8,29,5,8
9450,3,5,6,7,13,4,8
9451,1,5,6,11,16,6,10
9452,1,6,14,15,31,3,11
9453,2,3,5,10,30,6,8
9454,2,7,10,23,33,1,3
9455,3,5,6,7,13,5,8
9456,1,2,3,17,18,4,10
9457,1,2,3,4,20,7,11
9458,2,3,4,12,34,1,8
9459,3,9,11,12,13,3,6
9460,2,5,6,8,34,1,12
9461,1,3,4,16,24,6,11
9462,8,9,19,20,25,1,3
9463,4,9,11,15,30,4,5
9464,1,8,9,12,33,3,4
9465,1,3,8,11,12,9,11
9466,5,6,15,21,23,9,10
9467,10,12,15,16,21,2,3
9468,1,2,4,16,23,2,11
9469,2,5,10,23,28,5,10
9470,3,5,7,8,10,1,7
9471,1,7,10,18,33,1,8
9472,1,2,3,5,6,11,12
9473,2,3,4,5,16,4,5
9474,2,4,7,20,29,2,6
9475,2,4,7,9,20,8,10
9476,1,5,6,7,9,9,11
9477,1,2,7,12,16,9,10
9478,2,5,9,11,25,5,12
9479,5,6,14,23,27,6,9
9480,1,2,4,9,32,7,11
9481,2,4,8,9,30,7,10
9482,1,3,6,11,12,5,12
9483,9,18,19,21,26,4,6
9484,4,8,18,20,29,6,9
9485,4,5,8,18,19,6,9
9486,3,4,6,19,27,7,9
9487,3,4,9,10,29,1,7
9488,1,27,28,30,32,7,9
9489,2,5,6,8,9,1,6
9490,1,11,13,28,30,6,10
9491,1,6,10,11,14,3,6
9492,5,7,10,11,24,1,8
9493,1,3,7,18,20,8,9
9494,3,4,13,22,30,8,11
9495,1,2,3,7,23,1,3
9496,2,4,6,8,17,2,6
9497,3,8,17,22,31,4,7
9498,3,6,7,24,27,3,9
9499,1,3,5,7,24,9,10
9500,2,4,5,6,22,4,10
9501,5,7,10,28,33,2,10
9502,1,3,7,13,19,5,10
9503,1,3,4,27,28,1,2
9504,4,5,9,14,27,1,4
9505,4,8,13,15,18,6,7
9506,2,8,14,20,29,9,12
9507,3,5,6,30,35,9,10
9508,5,13,16,19,20,6,11
9509,2,6,15,32,33,6,7
9510,2,3,5,11,29,2,6
9511,3,6,10,11,16,2,10
9512,4,5,6,16,22,3,8
9513,3,7,16,29,31,2,3
9514,3,12,19,23,28,2,12
9515,5,8,22,28,31,7,11
9516,3,6,11,12,20,5,12
9517,6,8,9,11,21,1,9
9518,2,9,20,28,29,8,9
9519,1,4,12,20,31,3,10
9520,1,2,11,18,24,1,7
9521,3,4,9,22,24,1,3
9522,2,6,12,18,32,4,11
9523,2,18,21,28,30,3,9
9524,1,2,4,20,29,2,6
9525,2,3,5,15,24,7,11
9526,2,4,6,7,19,5,8
9527,2,4,6,13,16,1,3
9528,5,8,17,29,32,2,4
9529,4,5,6,7,8,2,5
9530,3,4,5,6,10,1,6
9531,1,7,10,13,24,2,5
9532,3,5,6,7,19,4,12
9533,2,4,5,6,7,5,8
9534,3,13,14,18,25,1,7
9535,4,10,11,13,30,3,4
9536,5,18,23,29,33,9,11
9537,2,18,25,32,33,6,8
9538,7,10,14,20,27,1,4
9539,2,10,11,23,31,2,5
9540,15,16,21,22,26,6,10
9541,2,8,21,22,23,9,10
9542,11,16,21,24,26,3,8
9543,1,17,18,25,27,7,10
9544,5,7,8,16,17,1,9
9545,3,5,6,8,17,2,3
9546,1,6,8,9,14,7,9
9547,3,8,11,14,23,6,9
9548,5,6,8,17,30,3,10
9549,1,2,9,12,20,3,4
9550,1,3,7,9,25,9,12
9551,1,7,8,17,19,3,9
9552,2,8,10,11,17,6,12
9553,1,3,4,14,32,5,11
9554,1,8,14,17,18,3,8
9555,5,11,16,29,31,6,10
9556,3,4,6,13,16,7,9
9557,2,4,7,16,20,8,11
9558,4,7,10,17,19,1,3
9559,2,6,14,18,29,2,3
9560,2,12,15,20,21,2,3
9561,2,3,9,25,26,3,12
9562,5,6,13,20,35,8,9
9563,1,2,5,13,20,6,11
9564,1,8,11,13,16,1,2
9565,3,5,8,16,29,1,4
9566,5,8,17,22,28,3,11
9567,2,12,13,20,31,1,10
9568,1,6,11,12,20,2,3
9569,1,4,11,12,22,5,10
9570,4,5,8,21,30,2,8
9571,1,2,3,15,27,3,5
9572,4,5,8,11,18,6,7
9573,2,4,5,12,34,3,8
9574,2,6,9,14,19,4,8
9575,6,7,21,22,35,6,7
9576,4,5,16,21,25,1,12
9577,1,2,3,9,33,2,11
9578,3,4,5,8,23,2,3
9579,1,5,8,14,31,4,10
9580,1,3,5,14,21,6,12
9581,1,2,4,15,25,3,10
9582,1,4,8,29,30,2,6
9583,1,8,10,12,19,5,12
9584,1,2,8,22,31,6,7
9585,1,2,9,15,16,2,12
9586,2,3,5,7,34,1,6
9587,2,6,13,21,32,3,12
9588,2,3,5,6,35,2,11
9589,3,6,7,10,23,2,12
9590,2,3,6,16,31,1,9
9591,3,4,10,12,14,5,12
9592,8,12,18,21,33,2,7
9593,3,4,9,16,29,2,9
9594,4,6,10,11,27,2,7
9595,2,8,10,24,26,1,7
9596,3,15,16,20,26,3,5
9597,5,6,15,26,30,6,12
9598,3,15,16,21,26,9,10
9599,1,3,4,5,6,3,9
9600,1,3,4,5,10,6,9
9601,2,5,15,16,26,3,5
9602,2,4,8,13,32,2,11
9603,1,5,10,15,32,4,10
9604,6,12,13,17,34,1,10
9605,1,5,10,21,30,1,12
9606,1,10,15,16,30,1,12
9607,5,6,8,10,27,5,7
9608,5,6,8,11,16,9,11
9609,6,15,16,20,27,3,5
9610,2,4,12,16,23,4,6
9611,1,3,7,17,19,2,10
9612,1,3,7,17,29,2,3
9613,1,3,5,6,13,2,12
9614,3,4,6,16,27,1,6
9615,2,5,7,11,12,3,9
9616,4,5,7,11,13,4,12
9617,2,4,5,8,27,6,8
9618,2,4,8,11,23,2,7
9619,1,4,10,18,33,11,12
9620,1,2,3,5,22,7,10
9621,2,6,12,19,34,6,12
9622,1,3,4,14,20,4,7
9623,4,6,8,16,20,5,7
9624,5,8,11,13,16,1,3
9625,1,3,5,6,7,4,8
9626,1,11,13,15,28,6,10
9627,2,4,15,16,23,3,5
9628,2,3,5,7,8,1,7
9629,2,3,4,9,10,6,8
9630,2,3,4,5,10,2,4
9631,5,6,7,12,13,4,12
9632,4,10,11,24,35,1,8
9633,6,7,13,17,18,4,10
9634,1,2,3,14,23,3,9
9635,1,11,16,27,29,6,10
9636,1,5,6,29,30,7,9
9637,1,2,7,17,32,5,9
9638,8,13,14,24,30,2,4
9639,1,3,4,11,19,9,11
9640,1,4,9,10,32,4,11
9641,3,5,7,14,15,3,9
9642,5,13,14,16,21,2,3
9643,1,7,13,30,33,1,5
9644,3,16,22,26,31,6,12
9645,2,3,5,8,23,2,11
9646,2,3,5,8,26,5,12
9647,1,3,4,7,23,6,11
9648,3,6,18,19,34,6,10
9649,1,2,6,7,10,8,11
9650,1,2,6,7,10,4,11
9651,2,3,4,5,10,6,7
9652,3,4,10,17,26,6,8
9653,3,4,5,6,9,3,6
9654,3,5,6,19,20,2,12
9655,5,6,10,13,16,5,6
9656,1,5,6,10,16,3,11
9657,1,4,9,22,28,6,9
9658,4,6,9,10,13,8,10
9659,3,4,5,8,33,3,10
9660,1,3,4,9,20,3,4
9661,2,4,5,9,19,3,9
9662,2,3,5,8,11,3,10
9663,2,4,6,8,17,6,11
9664,4,7,19,20,21,2,6
9665,3,5,6,21,26,1,9
9666,2,5,6,21,26,2,11
9667,1,7,18,19,33,1,8
9668,1,2,3,9,11,2,11
9669,3,4,8,16,21,1,6
9670,2,3,4,15,24,3,8
9671,4,14,15,21,25,9,10
9672,5,6,9,10,15,2,7
9673,5,8,10,13,25,1,7
9674,8,10,15,20,30,2,12
9675,5,7,29,30,33,4,6
9676,1,3,9,10,29,3,10
9677,1,2,4,6,21,3,9
9678,2,3,6,7,24,1,10
9679,2,16,18,19,21,4,7
9680,13,19,20,21,31,2,6
9681,3,12,13,22,26,8,11
9682,1,2,4,6,25,6,9
9683,1,3,5,8,12,2,8
9684,2,5,16,31,35,1,10
9685,2,3,5,7,9,10,11
9686,2,4,7,19,20,1,10
9687,3,4,6,9,26,5,8
9688,3,4,8,18,20,3,9
9689,6,13,15,29,31,2,5
9690,2,5,13,15,17,6,7
9691,2,4,5,6,34,3,10
9692,1,2,4,6,9,1,6
9693,1,5,6,8,28,1,2
9694,1,3,8,12,26,2,3
9695,2,3,4,8,15,2,8
9696,3,4,10,12,22,9,12
9697,3,4,5,16,17,7,10
9698,1,6,17,18,27,7,10
9699,10,12,21,22,32,9,10
9700,3,6,18,19,34,9,10
9701,1,4,27,28,30,1,8
9702,6,8,9,21,22,6,7
9703,6,9,11,21,25,1,9
9704,6,10,12,13,21,2,3
9705,1,5,13,17,32,4,10
9706,1,6,13,20,35,8,9
9707,7,13,22,30,33,1,5
9708,3,6,9,10,11,8,10
9709,4,6,9,10,13,5,7
9710,2,4,8,11,25,2,7
9711,2,4,7,8,19,1,10
9712,2,7,11,12,32,1,2
9713,2,6,13,21,23,3,12
9714,1,4,22,27,35,6,10
9715,2,9,15,16,22,6,9
9716,7,19,23,26,29,2,5
9717,11,13,15,31,33,1,5
9718,3,4,5,7,26,1,9
9719,1,2,4,7,9,6,9
9720,3,14,15,23,32,9,10
9721,1,3,4,14,15,4,7
9722,1,3,5,20,22,6,12
9723,5,10,13,16,24,4,8
9724,1,4,22,28,32,6,9
9725,4,8,29,33,35,3,4
9726,2,3,7,13,17,10,12
9727,3,5,7,13,30,10,12
9728,1,12,26,30,31,4,9
9729,2,8,10,20,29,6,9
9730,1,2,5,10,21,1,9
9731,1,2,4,5,8,6,7
9732,1,7,8,12,17,1,9
9733,4,5,6,11,18,2,8
9734,6,8,11,16,17,6,12
9735,2,8,10,11,16,9,11
9736,3,4,5,7,15,3,9
9737,2,3,4,7,17,2,9
9738,1,2,10,28,33,6,9
9739,1,4,10,11,30,4,7
9740,1,2,4,8,23,2,6
9741,1,4,8,29,30,6,7
9742,2,4,15,21,25,3,10
9743,11,20,21,24,26,3,8
9744,3,9,11,16,33,2,11
9745,5,17,18,22,28,3,11
9746,5,8,21,28,31,4,10
9747,8,9,10,18,24,1,7
9748,2,8,9,18,19,4,5
9749,2,3,4,23,24,3,8
9750,3,4,6,8,31,5,7
9751,1,2,7,17,31,5,9
9752,1,2,5,8,14,2,10
9753,2,5,6,10,24,5,7
9754,2,3,4,11,24,2,6
9755,3,8,12,17,19,2,7
9756,5,8,12,13,17,8,11
9757,4,6,12,17,21,2,10
9758,6,12,13,16,20,8,12
9759,1,8,11,14,16,9,10
9760,1,8,14,16,30,1,8
9761,4,7,8,13,16,1,8
9762,4,6,14,32,34,1,6
9763,2,3,4,10,29,2,10
9764,3,12,17,18,25,7,10
9765,1,3,5,16,24,1,4
9766,1,2,5,8,23,3,4
9767,1,2,5,8,14,7,12
9768,2,4,10,15,33,6,10
9769,1,6,8,10,17,6,11
9770,2,3,4,5,9,3,4
9771,1,2,3,4,27,1,3
9772,2,3,15,17,22,2,3
9773,1,2,3,7,9,2,11
9774,5,11,13,20,30,3,4
9775,4,10,15,16,29,3,5
9776,1,2,3,5,35,6,11
9777,1,2,3,4,5,2,4
9778,2,19,28,33,34,6,12
9779,2,4,7,19,20,2,4
9780,1,2,9,25,29,9,12
9781,1,3,9,10,20,8,11
9782,1,3,4,14,16,2,3
9783,5,13,16,20,24,5,12
9784,3,8,12,20,31,6,11
9785,4,6,16,17,23,8,11
9786,2,4,6,8,17,3,11
9787,4,5,6,8,17,5,8
9788,1,4,5,8,14,2,4
9789,1,4,5,7,14,8,10
9790,1,4,5,7,11,6,9
9791,2,4,5,14,29,3,9
9792,1,4,10,17,18,11,12
9793,2,3,4,22,33,6,8
9794,1,8,13,30,31,3,4
9795,4,5,17,19,27,3,9
9796,2,3,7,16,19,5,8
9797,2,6,8,14,20,9,12
9798,1,3,5,15,24,3,5
9799,2,6,15,16,17,3,5
9800,1,2,3,4,6,6,11
9801,1,3,4,6,23,5,8
9802,5,9,22,31,33,4,10
9803,1,5,13,22,26,9,11
9804,1,4,5,11,13,3,6
9805,1,3,5,6,7,4,12
9806,2,6,12,13,19,5,8
9807,8,10,12,14,32,3,12
9808,6,12,15,18,35,5,6
9809,5,6,10,15,33,2,3
9810,4,5,15,20,31,2,8
9811,8,16,21,25,31,1,12
9812,5,12,19,23,28,2,12
9813,1,11,16,27,29,6,11
9814,2,4,7,28,32,2,10
9815,4,5,7,10,16,6,12
9816,1,11,13,16,22,4,7
9817,4,5,6,15,28,9,10
9818,3,5,13,15,32,2,9
9819,2,5,6,9,30,6,7
9820,1,3,4,6,35,10,11
9821,1,2,3,5,6,2,9
9822,2,3,8,10,11,6,12
9823,3,4,5,6,31,3,12
9824,3,4,5,6,11,8,11
9825,1,6,12,13,28,5,10
9826,3,13,20,32,35,8,9
9827,6,13,27,28,32,3,9
9828,3,5,6,11,12,4,6
9829,3,4,5,8,10,7,9
9830,1,6,13,14,18,3,12
9831,2,6,8,13,21,1,2
9832,2,6,9,13,32,7,11
9833,2,6,12,18,32,3,12
9834,1,2,3,6,20,2,12
9835,3,6,7,9,10,10,11
9836,1,3,5,20,35,6,11
9837,1,3,5,6,32,6,10
9838,6,7,15,21,22,6,7
9839,1,5,8,11,31,5,9
9840,6,11,18,32,35,7,9
9841,1,3,10,14,20,4,11
9842,3,4,7,9,10,3,4
9843,2,8,11,22,30,3,10
9844,1,2,3,8,11,1,2
9845,7,11,18,30,31,1,8
9846,5,13,16,18,33,9,10
9847,2,5,8,14,23,2,9
9848,2,5,6,8,16,1,12
9849,1,3,7,13,19,6,9
9850,1,3,4,7,13,1,5
9851,5,6,8,15,25,3,10
9852,5,6,8,15,17,3,10
9853,1,4,8,23,25,2,10
9854,6,8,11,14,30,3,7
9855,1,5,13,15,16,6,9
9856,1,3,10,15,30,1,12
9857,2,3,5,6,7,2,3
9858,3,6,19,20,21,1,2
9859,1,3,4,20,24,2,6
9860,1,4,11,20,32,10,11
9861,2,4,8,9,10,8,12
9862,5,8,10,16,25,3,7
9863,1,7,10,13,24,2,9
9864,2,4,5,13,28,7,11
9865,5,8,12,28,30,2,8
