序号,红1,红2,红3,红4,红5,蓝1,蓝2
31904,2,7,27,28,30,3,7
31905,7,18,22,29,30,5,10
31906,5,7,10,33,34,4,7
31907,2,12,15,22,29,6,10
31908,3,14,26,29,33,2,10
31909,5,8,19,31,35,2,10
31910,1,7,15,22,33,5,6
31911,1,6,17,28,32,3,11
31912,7,15,21,34,35,4,12
31913,2,9,27,31,35,9,10
31914,8,11,19,21,25,3,11
31915,9,11,13,16,22,1,5
31916,1,2,19,23,33,2,11
31917,7,13,20,25,29,8,9
31918,12,18,25,29,33,3,9
31919,3,13,17,21,32,2,12
31920,6,9,21,25,27,4,12
31921,5,8,13,22,29,3,4
31922,12,19,23,24,26,1,12
31923,2,17,23,31,32,3,12
31924,4,12,16,27,31,7,9
31925,11,15,17,30,34,3,8
31926,9,10,22,27,32,10,12
31927,2,10,19,26,34,9,10
31928,2,10,17,18,24,2,6
31929,5,7,8,17,25,7,9
31930,1,2,10,24,29,1,11
31931,4,7,11,13,28,10,11
31932,6,11,21,25,31,2,11
31933,10,17,18,22,29,7,9
31934,3,7,11,30,35,5,12
31935,5,13,30,33,34,2,3
31936,9,20,27,29,34,2,11
31937,10,14,18,29,32,3,7
31938,1,16,24,30,31,4,5
31939,1,10,25,32,34,3,5
31940,4,10,25,29,32,1,6
31941,1,10,19,20,35,1,10
31942,3,4,20,29,32,2,8
31943,7,12,15,23,25,4,7
31944,1,4,14,18,28,6,7
31945,4,5,15,32,34,3,4
31946,5,9,21,26,28,6,12
31947,10,13,15,30,32,3,12
31948,5,8,9,17,32,5,9
31949,10,12,14,23,34,5,10
31950,1,6,24,25,32,3,7
31951,1,11,14,17,33,1,11
31952,11,21,22,25,30,2,5
31953,4,11,15,18,29,1,10
31954,5,12,31,32,34,3,6
31955,3,6,18,19,23,6,11
31956,4,5,13,31,32,2,7
31957,3,9,10,28,35,2,5
31958,11,15,16,26,32,3,10
31959,5,8,17,18,30,1,7
31960,3,13,15,30,31,6,7
31961,11,15,23,24,32,2,9
31962,5,11,12,26,27,4,6
31963,14,18,24,29,35,6,12
31964,4,5,11,12,33,5,10
31965,11,17,24,26,30,1,7
31966,10,17,21,23,32,6,12
31967,4,17,20,25,26,5,6
31968,5,12,16,18,21,2,12
31969,1,7,22,27,30,3,11
31970,9,17,18,31,35,10,11
31971,1,17,18,23,32,4,7
31972,7,15,16,28,30,1,8
31973,7,13,20,22,30,5,11
31974,6,7,8,23,31,1,11
31975,5,6,21,23,35,3,7
31976,1,2,21,22,35,5,12
31977,5,8,13,17,31,1,10
31978,2,9,17,23,34,3,6
31979,3,8,24,25,27,4,10
31980,13,17,26,31,35,1,8
31981,5,10,25,31,35,6,10
31982,7,15,20,22,30,2,7
31983,7,12,13,29,30,2,5
31984,10,12,13,29,33,3,4
31985,3,11,19,24,30,3,9
31986,5,8,10,33,35,3,9
31987,2,10,20,29,31,1,6
31988,9,10,20,24,28,3,12
31989,7,13,17,27,34,5,12
31990,5,10,17,27,29,7,12
31991,1,7,16,22,32,3,12
31992,2,8,13,23,31,2,10
31993,3,16,21,30,32,4,8
31994,5,10,17,22,32,5,10
31995,3,10,15,32,33,2,11
31996,7,13,20,23,31,4,8
31997,3,11,24,25,29,5,11
31998,6,11,12,23,26,7,9
31999,7,22,23,27,30,3,9
32000,7,18,21,27,31,9,10
32001,2,17,22,30,35,5,8
32002,5,21,28,29,33,4,11
32003,1,7,9,13,34,1,11
32004,3,7,23,33,34,3,10
32005,5,13,28,29,32,8,10
32006,1,6,13,26,28,5,10
32007,3,9,14,18,21,3,10
32008,1,10,22,32,33,6,11
32009,8,14,20,32,33,2,11
32010,2,4,13,31,32,9,10
32011,12,13,14,22,29,2,11
32012,5,10,21,31,33,2,12
32013,5,16,17,33,35,2,6
32014,2,3,4,19,28,7,12
32015,2,10,11,21,28,8,11
32016,3,6,24,26,33,4,10
32017,4,13,24,27,35,5,9
32018,2,15,21,26,27,2,7
32019,2,9,11,21,27,4,5
32020,6,8,10,28,34,4,9
32021,5,7,9,20,34,2,10
32022,11,28,29,31,32,4,9
32023,3,14,21,26,32,6,7
32024,6,9,14,16,32,3,10
32025,7,12,14,24,35,3,10
32026,2,9,15,21,32,6,7
32027,1,12,28,30,32,3,5
32028,1,3,9,34,35,3,11
32029,18,22,29,30,33,7,9
32030,1,9,18,31,35,5,9
32031,9,11,21,24,25,4,11
32032,6,21,28,34,35,1,4
32033,7,8,13,21,24,4,12
32034,5,14,15,23,24,10,12
32035,6,10,16,17,27,3,12
32036,4,5,20,21,24,2,8
32037,1,5,18,30,35,1,9
32038,4,11,20,26,35,5,7
32039,1,23,27,33,35,1,4
32040,13,22,28,31,35,9,10
32041,1,18,19,29,34,10,11
32042,3,6,21,28,33,3,10
32043,2,4,15,27,32,1,7
32044,5,6,10,22,28,1,12
32045,11,12,20,23,31,4,9
32046,14,15,22,30,34,11,12
32047,4,6,17,18,32,6,8
32048,3,19,22,30,32,4,12
32049,4,11,18,29,34,4,10
32050,2,4,16,23,35,5,9
32051,15,22,27,28,33,2,4
32052,4,7,16,22,31,6,8
32053,3,7,18,25,32,1,12
32054,2,16,22,29,34,2,12
32055,2,10,15,28,35,9,10
32056,7,12,19,23,29,3,6
32057,3,10,20,29,35,4,8
32058,3,7,15,17,29,3,11
32059,6,8,21,22,32,6,7
32060,10,13,21,22,34,6,7
32061,9,10,14,29,33,3,11
32062,14,17,18,19,34,9,10
32063,8,14,15,21,28,1,12
32064,1,9,11,21,35,9,11
32065,5,9,13,21,31,3,10
32066,1,11,18,30,35,2,7
32067,3,9,13,29,32,4,12
32068,12,16,19,24,34,1,9
32069,2,6,13,27,34,3,8
32070,11,15,22,24,35,1,7
32071,4,14,15,29,32,5,8
32072,5,16,19,20,30,4,10
32073,6,15,17,20,28,8,12
32074,5,19,20,21,28,2,6
32075,6,8,20,23,29,4,6
32076,10,13,15,31,35,3,10
32077,8,9,25,30,35,4,10
32078,2,12,13,15,24,9,12
32079,3,15,22,23,33,5,8
32080,15,17,21,25,34,5,9
32081,3,10,19,22,34,6,9
32082,5,9,16,17,34,5,9
32083,2,13,18,19,28,6,9
32084,2,13,26,27,31,7,9
32085,3,6,27,32,35,1,11
32086,6,14,22,30,32,4,6
32087,3,12,21,24,29,5,7
32088,4,7,9,19,34,8,10
32089,2,7,11,24,25,1,8
32090,6,12,14,18,23,3,8
32091,2,4,27,30,35,3,11
32092,6,9,18,20,30,2,10
32093,2,5,18,25,28,5,12
32094,12,13,20,28,31,4,12
32095,12,20,21,25,32,4,5
32096,2,18,19,20,35,3,11
32097,15,18,20,21,35,4,11
32098,3,19,20,25,33,6,9
32099,2,13,16,30,31,2,10
32100,2,19,23,25,34,4,12
32101,10,14,16,20,33,6,7
32102,4,17,20,30,33,3,7
32103,7,14,15,29,35,1,8
32104,2,21,22,25,33,6,7
32105,2,5,22,30,35,6,8
32106,1,2,17,21,32,3,9
32107,3,12,27,32,34,1,8
32108,4,14,15,22,31,6,8
32109,3,11,19,23,32,4,6
32110,8,9,13,33,34,8,12
32111,5,9,20,22,25,3,7
32112,1,7,12,29,33,5,8
32113,5,14,20,23,25,1,10
32114,4,11,22,25,28,1,12
32115,10,16,22,27,30,7,10
32116,3,12,17,22,23,2,7
32117,9,11,20,24,33,2,12
32118,6,8,24,31,33,5,6
32119,6,11,26,28,30,6,7
32120,4,17,18,23,28,1,12
32121,6,10,18,30,33,4,11
32122,3,9,29,30,32,6,11
32123,3,14,25,33,35,9,10
32124,9,15,20,26,32,3,10
32125,6,12,23,26,31,7,8
32126,6,10,25,27,33,1,4
32127,8,10,17,25,33,6,11
32128,3,11,14,25,35,10,12
32129,7,10,20,31,34,4,6
32130,3,13,18,25,29,2,7
32131,2,8,14,23,30,5,6
32132,2,7,11,31,34,5,10
32133,2,10,21,29,34,5,10
32134,6,7,13,25,27,5,11
32135,1,15,18,32,35,3,7
32136,5,6,13,15,30,4,6
32137,8,11,17,30,31,1,10
32138,9,14,21,24,32,10,11
32139,8,11,20,30,31,2,5
32140,4,7,18,19,35,6,12
32141,6,19,23,24,35,5,7
32142,2,14,19,28,34,2,12
32143,8,16,17,27,30,1,7
32144,1,5,11,16,29,2,7
32145,5,17,23,24,32,5,6
32146,8,13,14,16,31,5,9
32147,3,9,14,29,30,8,10
32148,8,12,21,25,27,7,10
32149,4,14,23,31,33,3,5
32150,5,9,12,22,32,6,11
32151,2,11,19,27,31,3,10
32152,4,18,23,31,33,4,12
32153,7,17,20,26,34,2,9
32154,2,17,22,23,32,2,11
32155,2,21,22,27,35,7,10
32156,2,13,19,23,31,4,10
32157,3,5,17,22,28,2,12
32158,4,19,27,31,33,3,7
32159,10,11,12,26,35,2,6
32160,2,18,19,20,28,6,9
32161,1,7,18,20,25,4,11
32162,6,13,22,29,33,3,11
32163,4,6,21,24,27,1,10
32164,1,13,15,23,30,4,5
32165,2,20,30,33,35,4,7
32166,4,6,19,32,35,3,9
32167,2,5,12,21,29,5,6
32168,11,18,20,28,34,2,9
32169,3,12,17,20,28,6,8
32170,10,17,20,29,30,3,8
32171,10,12,20,26,30,1,9
32172,6,10,20,26,28,9,11
32173,2,6,14,16,31,3,7
32174,12,13,14,19,26,2,9
32175,7,8,11,21,27,3,6
32176,3,5,21,31,33,3,9
32177,4,13,27,28,30,8,9
32178,2,14,29,31,34,3,11
32179,5,10,25,31,33,2,7
32180,14,16,17,23,27,9,11
32181,4,12,24,34,35,4,10
32182,4,8,14,28,35,5,11
32183,12,18,20,27,34,3,11
32184,3,4,19,26,29,6,12
32185,3,13,19,26,30,4,10
32186,4,12,20,30,32,3,12
32187,5,12,15,21,29,6,9
32188,3,7,14,22,34,5,11
32189,13,15,19,29,31,1,7
32190,2,22,27,28,33,2,9
32191,2,9,15,30,35,3,11
32192,3,13,21,22,24,5,9
32193,6,16,22,28,29,1,6
32194,3,7,10,21,30,1,5
32195,1,9,18,27,30,3,6
32196,4,8,14,19,30,6,8
32197,5,8,18,27,33,7,9
32198,2,10,15,23,28,1,11
32199,2,8,22,25,26,7,11
32200,9,10,24,29,33,3,5
32201,4,8,21,32,34,4,10
32202,6,9,13,26,32,4,9
32203,10,12,17,29,32,4,6
32204,3,9,18,19,22,9,10
32205,2,3,16,28,35,2,10
32206,10,14,19,21,23,5,6
32207,2,15,25,30,34,8,9
32208,3,21,23,27,35,3,12
32209,4,11,17,30,32,8,11
32210,6,16,17,21,34,6,7
32211,3,14,19,31,35,4,12
32212,1,2,8,30,31,1,9
32213,6,8,17,27,32,10,11
32214,5,10,24,31,33,4,6
32215,1,23,24,28,32,2,10
32216,1,8,22,23,27,4,7
32217,6,8,18,23,35,6,7
32218,2,8,21,28,34,8,10
32219,8,12,20,26,35,8,11
32220,6,12,18,29,33,1,8
32221,5,10,17,24,29,9,12
32222,1,11,19,22,26,4,5
32223,7,14,19,20,28,2,6
32224,5,6,25,27,33,3,6
32225,2,10,13,27,29,9,10
32226,10,14,20,21,29,3,8
32227,1,12,17,26,31,3,7
32228,1,17,22,27,35,3,7
32229,17,20,21,26,30,2,5
32230,1,6,16,17,18,3,7
32231,1,7,26,32,33,4,12
32232,1,21,22,26,31,2,4
32233,2,12,14,25,30,1,7
32234,3,12,20,24,29,2,11
32235,15,18,19,23,30,7,11
32236,2,16,20,27,35,3,4
32237,1,14,19,26,35,4,6
32238,2,8,20,27,33,1,8
32239,2,11,23,33,34,5,11
32240,3,14,21,27,30,4,9
32241,3,4,9,17,29,2,9
32242,5,8,14,25,28,2,12
32243,1,10,21,27,35,2,10
32244,6,7,11,19,26,8,9
32245,3,6,10,25,32,1,12
32246,3,9,10,29,35,2,6
32247,6,7,16,30,33,5,10
32248,6,11,16,20,31,6,10
32249,7,9,16,28,29,1,12
32250,4,12,16,21,32,4,8
32251,6,7,26,30,35,9,11
32252,8,13,15,33,35,3,5
32253,6,10,17,27,31,8,10
32254,1,14,20,23,26,2,9
32255,3,14,24,29,34,3,7
32256,10,14,22,34,35,2,9
32257,8,9,17,31,32,3,9
32258,7,13,16,28,34,11,12
32259,7,9,10,19,35,4,8
32260,2,13,26,32,33,5,8
32261,6,16,27,29,33,3,10
32262,14,16,20,21,34,3,4
32263,10,12,14,18,31,2,9
32264,2,18,19,23,32,1,4
32265,2,11,20,22,33,2,12
32266,3,8,19,20,28,1,6
32267,3,7,14,26,33,5,9
32268,2,11,20,24,33,4,7
32269,4,7,10,22,26,6,12
32270,10,14,28,30,35,7,10
32271,13,24,29,32,33,9,12
32272,2,13,14,32,33,1,6
32273,5,6,7,24,28,4,8
32274,1,6,11,26,35,3,10
32275,2,7,21,31,34,4,9
32276,7,19,29,32,33,3,12
32277,1,10,24,30,31,4,6
32278,1,9,11,17,35,7,9
32279,5,17,18,30,34,6,7
32280,4,8,17,30,35,1,9
32281,10,11,14,29,34,5,8
32282,8,15,17,23,30,3,5
32283,9,18,19,32,35,7,10
32284,7,13,17,29,33,1,12
32285,4,8,16,22,34,3,12
32286,1,3,14,29,34,9,12
32287,7,12,26,29,35,5,12
32288,5,14,20,22,32,2,12
32289,6,11,23,29,31,3,10
32290,2,9,24,30,31,3,8
32291,8,15,26,27,33,3,10
32292,11,16,20,22,29,5,8
32293,3,21,29,31,32,3,4
32294,1,13,23,30,35,5,8
32295,9,10,20,25,26,1,7
32296,3,16,18,22,26,6,10
32297,7,10,19,26,30,6,12
32298,2,10,13,22,35,5,8
32299,4,15,20,23,34,1,8
32300,3,6,13,24,29,3,9
32301,8,22,26,33,35,3,10
32302,5,6,10,26,34,1,9
32303,3,9,27,28,29,5,12
32304,1,7,20,22,28,1,12
32305,5,13,19,26,30,1,9
32306,3,6,11,15,30,6,10
32307,1,6,16,22,25,8,12
32308,6,14,18,20,24,3,10
32309,1,18,23,32,34,8,12
32310,2,10,11,21,32,2,11
32311,13,21,25,29,35,2,7
32312,2,6,19,22,32,1,10
32313,1,3,18,26,30,1,9
32314,6,11,14,29,35,2,7
32315,3,9,10,18,30,4,7
32316,8,16,19,23,35,3,6
32317,8,15,20,22,33,5,12
32318,7,9,12,24,34,4,10
32319,5,12,15,21,28,5,12
32320,1,12,14,21,22,5,7
32321,2,17,25,28,32,7,11
32322,6,10,20,29,30,7,10
32323,4,20,23,31,35,1,8
32324,11,16,17,20,34,4,10
32325,5,9,24,27,34,5,11
32326,1,6,12,15,33,2,6
32327,1,7,10,33,35,6,11
32328,10,19,21,25,35,7,9
32329,5,6,10,27,28,4,8
32330,19,21,26,30,33,6,8
32331,3,20,21,22,29,6,12
32332,6,10,13,29,31,5,12
32333,1,2,14,15,27,5,9
32334,2,13,14,28,33,5,9
32335,3,5,16,21,23,6,12
32336,7,24,25,26,28,3,7
32337,7,12,21,25,30,5,11
32338,3,15,20,26,29,5,10
32339,4,10,26,27,28,2,12
32340,9,10,20,25,30,7,12
32341,1,8,11,29,32,5,12
32342,2,10,22,27,32,5,11
32343,7,19,20,22,26,2,11
32344,2,11,15,26,28,7,8
32345,10,12,29,30,33,4,11
32346,2,7,12,21,32,3,7
32347,2,14,18,22,28,1,11
32348,8,9,15,26,32,5,7
32349,7,8,9,34,35,2,6
32350,1,4,6,21,22,3,12
32351,3,6,21,24,31,2,6
32352,11,20,22,24,28,7,12
32353,3,12,26,31,32,5,7
32354,11,18,24,26,32,4,9
32355,7,8,19,20,29,3,12
32356,2,14,21,24,30,2,3
32357,3,12,18,22,26,2,11
32358,1,11,14,25,27,3,7
32359,1,16,19,26,35,4,6
32360,5,6,21,32,34,2,10
32361,11,13,27,29,32,1,12
32362,5,15,23,25,33,2,7
32363,5,7,17,28,34,6,8
32364,1,13,15,19,34,1,7
32365,1,10,19,21,29,3,8
32366,6,8,19,22,28,5,9
32367,2,22,24,29,30,4,11
32368,6,9,13,20,32,3,12
32369,13,17,23,30,34,3,5
32370,4,15,21,27,29,4,5
32371,1,6,12,18,30,2,10
32372,2,9,21,29,31,7,11
32373,8,15,16,21,33,1,2
32374,4,14,15,18,29,2,12
32375,7,9,11,19,24,2,10
32376,4,13,17,23,34,6,7
32377,3,8,24,27,31,10,11
32378,6,9,23,25,29,1,10
32379,2,9,12,17,33,5,12
32380,2,8,19,25,33,1,12
32381,5,19,24,25,34,6,9
32382,3,13,16,18,31,3,8
32383,11,18,20,25,31,5,6
32384,5,15,22,26,34,4,12
32385,3,11,12,16,35,1,9
32386,6,12,15,28,30,10,12
32387,3,8,20,33,34,4,12
32388,4,13,14,27,30,5,12
32389,1,6,20,21,30,1,11
32390,4,9,12,18,35,2,4
32391,7,8,25,31,34,5,11
32392,2,14,17,23,35,3,12
32393,9,10,21,25,31,3,5
32394,5,10,19,22,23,1,6
32395,9,13,18,26,35,2,10
32396,6,9,10,22,25,5,11
32397,15,22,24,27,32,5,11
32398,3,5,6,17,21,6,8
32399,4,7,10,12,20,2,10
32400,10,15,19,29,32,4,10
32401,2,8,19,26,34,1,10
32402,9,12,13,25,31,5,10
32403,2,15,17,25,34,2,9
32404,3,6,8,21,29,2,6
32405,4,15,22,31,33,3,12
32406,1,15,16,30,32,1,6
32407,10,19,21,22,23,4,7
32408,6,9,15,24,32,2,11
32409,7,9,18,19,35,1,10
32410,4,11,19,27,33,4,9
32411,4,9,15,30,31,4,10
32412,1,4,12,23,35,10,12
32413,4,12,17,32,34,1,9
32414,1,21,25,29,34,1,12
32415,2,16,25,31,32,6,8
32416,1,14,15,16,25,7,10
32417,3,18,20,26,31,2,10
32418,6,18,25,32,35,4,8
32419,4,6,16,19,28,3,8
32420,6,7,18,25,32,4,8
32421,7,11,16,30,31,3,9
32422,1,17,20,21,31,7,8
32423,7,12,13,24,30,7,11
32424,8,10,21,24,33,10,11
32425,9,11,13,23,30,3,10
32426,7,11,20,28,32,1,12
32427,7,13,17,23,30,1,6
32428,1,13,21,23,30,4,9
32429,5,16,20,25,30,2,9
32430,7,12,15,18,35,5,7
32431,1,12,14,16,21,2,12
32432,1,4,22,24,35,4,7
32433,7,12,14,25,30,3,4
32434,9,16,20,22,30,3,11
32435,6,21,25,28,34,1,5
32436,2,16,21,23,25,4,12
32437,10,12,30,33,34,6,11
32438,3,10,14,24,35,6,12
32439,6,16,23,29,35,4,9
32440,11,13,19,21,33,5,8
32441,1,19,25,26,31,1,10
32442,12,13,21,26,35,3,6
32443,2,5,27,30,35,2,10
32444,8,18,21,25,33,7,8
32445,3,8,12,25,31,1,11
32446,11,13,18,27,28,1,8
32447,8,13,15,25,34,3,11
32448,2,12,19,24,27,3,6
32449,4,7,16,22,34,2,5
32450,1,5,23,27,30,10,12
32451,3,9,15,22,26,5,12
32452,6,8,9,22,30,5,6
32453,10,16,19,29,31,3,10
32454,1,14,16,19,28,4,10
32455,1,14,16,23,35,6,9
32456,2,10,16,25,29,1,3
32457,8,17,27,29,35,3,4
32458,8,9,19,30,32,3,12
32459,8,9,12,14,32,2,6
32460,3,13,18,21,27,4,7
32461,2,9,14,27,33,10,12
32462,2,12,17,30,32,4,11
32463,1,15,22,23,29,6,7
32464,3,5,12,20,25,1,5
32465,1,10,28,29,34,3,4
32466,9,11,19,33,35,2,5
32467,7,15,17,24,34,1,10
32468,2,4,25,33,35,3,10
32469,2,4,15,27,29,5,11
32470,6,9,16,19,32,3,10
32471,5,7,13,28,29,1,11
32472,3,10,11,32,33,6,8
32473,9,15,22,26,31,9,10
32474,3,12,26,31,35,3,7
32475,1,11,28,29,30,3,4
32476,2,7,12,16,30,4,5
32477,5,11,12,20,31,3,8
32478,3,7,17,21,23,3,12
32479,6,11,12,21,32,5,11
32480,6,13,16,24,35,2,7
32481,1,9,12,32,35,5,9
32482,8,12,28,30,32,6,12
32483,1,5,19,20,34,7,10
32484,4,5,20,26,32,7,12
32485,7,11,23,30,32,4,11
32486,5,12,16,18,22,5,11
32487,5,18,22,25,34,6,11
32488,4,17,18,29,32,7,12
32489,1,12,22,24,31,5,8
32490,1,6,19,29,34,6,8
32491,4,9,13,17,20,1,8
32492,4,13,16,18,21,1,6
32493,1,20,22,23,30,4,9
32494,1,9,10,23,31,7,9
32495,5,15,18,23,33,5,10
32496,9,11,13,17,25,4,8
32497,4,21,22,26,30,2,8
32498,6,18,21,23,33,9,12
32499,12,18,19,26,33,4,9
32500,5,11,22,28,35,9,10
32501,2,8,28,30,33,3,5
32502,1,3,10,23,35,1,9
32503,9,14,23,30,31,1,11
32504,10,11,14,21,30,6,12
32505,3,7,23,30,35,7,11
32506,8,11,13,15,29,1,7
32507,3,14,18,20,35,5,7
32508,1,8,18,30,35,6,10
32509,1,11,16,17,33,6,11
32510,2,16,21,25,26,2,7
32511,5,10,21,29,35,2,11
32512,9,11,21,23,34,1,12
32513,5,10,25,32,33,1,7
32514,2,9,21,27,35,5,10
32515,4,10,20,21,29,5,10
32516,1,10,14,24,28,6,9
32517,15,17,23,29,35,3,6
32518,9,11,21,27,32,1,11
32519,5,6,19,22,30,3,12
32520,7,8,27,33,34,2,12
32521,8,17,21,31,34,3,11
32522,13,20,28,29,30,4,12
32523,5,10,13,16,35,8,9
32524,2,6,22,25,28,4,8
32525,9,13,28,30,33,9,12
32526,3,11,22,24,28,4,10
32527,8,10,15,29,34,5,8
32528,5,7,16,27,30,2,4
32529,4,17,21,26,33,3,11
32530,15,16,17,28,32,6,9
32531,8,10,17,29,35,6,12
32532,3,13,20,22,34,3,12
32533,11,17,20,30,34,8,11
32534,4,14,15,18,30,6,12
32535,9,14,16,20,34,4,8
32536,6,10,14,27,35,1,7
32537,3,8,16,18,24,2,8
32538,3,5,15,20,34,5,6
32539,1,4,8,23,30,1,10
32540,5,14,17,22,33,7,9
32541,2,8,26,27,31,4,6
32542,6,8,12,13,31,2,11
32543,1,19,20,24,33,3,10
32544,3,6,22,23,34,5,10
32545,7,9,22,23,35,5,10
32546,3,8,24,27,34,1,5
32547,6,8,18,30,34,6,11
32548,2,27,28,31,32,5,12
32549,3,8,12,30,34,3,8
32550,5,6,9,14,24,6,8
32551,1,8,21,28,30,2,10
32552,5,15,19,24,29,2,9
32553,3,14,21,26,31,9,10
32554,7,17,19,26,30,2,10
32555,5,10,18,29,31,6,10
32556,7,15,22,26,28,3,10
32557,13,15,16,26,34,6,7
32558,1,6,17,27,34,4,10
32559,3,6,7,10,30,5,12
32560,1,12,14,27,28,1,12
32561,4,13,26,32,35,1,7
32562,4,11,23,25,29,3,8
32563,2,12,17,19,32,2,11
32564,5,12,14,18,30,6,9
32565,3,14,16,17,30,7,8
32566,4,9,29,33,35,4,5
32567,6,8,14,30,35,1,7
32568,2,20,22,26,35,6,11
32569,1,6,13,27,31,4,8
32570,11,12,15,22,27,6,12
32571,12,13,16,26,34,8,11
32572,5,8,17,29,35,8,11
32573,6,9,12,23,32,5,12
32574,7,10,24,34,35,3,11
32575,5,9,21,29,34,4,9
32576,6,10,22,25,26,3,7
32577,7,11,19,27,34,2,12
32578,4,13,23,24,32,1,6
32579,10,13,14,24,31,3,11
32580,5,6,18,27,35,6,7
32581,1,9,13,17,30,5,10
32582,1,5,13,17,35,6,11
32583,1,16,21,22,31,3,7
32584,1,11,17,26,33,5,9
32585,3,9,16,20,22,1,9
32586,13,14,16,24,34,1,6
32587,2,7,9,22,24,4,9
32588,7,10,26,29,30,1,12
32589,3,9,20,25,31,4,9
32590,5,6,18,30,32,6,12
32591,1,14,21,23,33,1,10
32592,2,5,25,31,35,6,9
32593,14,17,23,25,26,7,11
32594,1,9,11,32,34,5,8
32595,3,17,18,30,35,1,10
32596,2,5,12,20,34,5,11
32597,1,18,20,29,35,7,10
32598,6,11,16,22,34,2,11
32599,4,10,11,15,31,4,11
32600,9,11,19,30,31,1,12
32601,5,23,27,30,33,5,11
32602,3,26,28,32,33,4,8
32603,1,9,10,30,31,5,8
32604,15,19,20,28,34,4,12
32605,3,8,17,18,33,1,7
32606,5,8,21,22,31,2,10
32607,3,12,13,27,35,6,10
32608,2,18,26,27,30,3,6
32609,4,7,9,25,33,3,12
32610,7,16,18,19,21,5,8
32611,1,19,25,26,32,6,11
32612,1,11,22,25,34,8,12
32613,6,12,19,20,23,5,7
32614,1,2,11,24,29,9,12
32615,6,7,15,20,27,2,3
32616,1,12,23,28,35,4,8
32617,6,11,25,31,33,3,11
32618,8,14,27,29,34,4,12
32619,10,11,24,28,33,1,10
32620,8,15,21,29,30,4,5
32621,3,8,17,32,34,2,10
32622,1,9,16,29,33,2,11
32623,2,3,13,21,35,2,4
32624,3,5,21,26,29,1,6
32625,8,9,11,27,35,2,8
32626,10,18,21,22,35,6,12
32627,7,22,24,26,28,8,9
32628,4,7,20,29,30,2,9
32629,2,15,19,32,34,2,11
32630,4,5,18,21,28,1,7
32631,3,8,12,20,22,6,11
32632,2,15,19,30,34,1,10
32633,6,9,14,17,25,5,8
32634,12,19,21,23,35,3,12
32635,7,19,25,30,32,8,10
32636,3,8,22,24,34,3,10
32637,4,6,12,21,22,5,7
32638,7,8,19,27,29,8,11
32639,5,7,19,27,35,5,6
32640,6,18,19,28,34,1,10
32641,2,15,22,27,29,1,5
32642,5,6,10,22,24,4,9
32643,8,18,19,21,28,6,11
32644,2,3,11,30,33,2,6
32645,5,15,24,26,27,3,10
32646,1,12,22,25,30,4,9
32647,3,6,22,25,34,3,10
32648,1,9,27,30,31,9,10
32649,1,20,25,26,34,1,4
32650,4,9,11,29,31,4,10
32651,5,10,13,17,34,1,9
32652,2,5,17,27,31,6,8
32653,15,17,18,31,35,2,4
32654,1,9,14,26,35,3,5
32655,7,15,16,19,35,3,9
32656,3,6,17,30,34,5,11
32657,1,11,14,25,29,3,12
32658,9,16,21,29,35,3,11
32659,7,9,18,21,27,4,11
32660,3,14,25,29,35,1,8
32661,2,15,20,32,33,2,11
32662,3,6,16,20,33,3,10
32663,2,13,16,21,33,4,9
32664,1,10,21,27,33,5,10
32665,10,12,17,26,35,3,5
32666,6,8,22,27,31,1,7
32667,6,14,21,30,34,4,8
32668,3,5,19,29,35,9,12
32669,10,13,17,29,31,6,12
32670,2,3,18,32,34,4,10
32671,7,9,13,25,35,1,9
32672,3,5,25,26,33,2,5
32673,4,7,20,24,32,7,12
32674,3,16,23,29,33,7,12
32675,4,9,13,19,32,2,10
32676,13,15,23,26,34,6,8
32677,6,21,26,29,32,2,12
32678,3,10,21,22,26,1,5
32679,5,11,17,30,34,7,9
32680,4,9,17,31,33,1,12
32681,5,7,23,25,35,4,10
32682,16,17,20,29,34,2,9
32683,2,9,15,24,32,1,7
32684,6,14,16,17,33,4,5
32685,6,13,19,25,29,3,11
32686,3,6,26,32,33,8,11
32687,4,8,26,28,29,6,8
32688,6,9,12,22,35,8,12
32689,9,15,20,31,32,7,10
32690,8,14,15,23,32,5,12
32691,4,12,22,27,33,8,12
32692,1,7,16,22,27,1,11
32693,1,7,13,32,35,3,10
32694,3,7,23,30,35,1,8
32695,3,9,15,20,32,4,9
32696,12,13,23,31,34,2,10
32697,6,17,18,20,22,1,6
32698,3,18,20,22,33,3,9
32699,7,9,17,18,33,1,2
32700,4,12,22,25,32,3,9
32701,4,13,21,22,26,1,10
32702,16,18,19,28,31,5,7
32703,5,8,23,31,35,7,9
32704,9,10,18,33,35,6,9
32705,1,14,17,19,25,5,8
32706,5,6,18,23,35,3,4
32707,2,6,15,26,35,5,6
32708,5,7,21,27,34,2,7
32709,1,15,18,23,29,5,7
32710,3,15,18,32,34,5,6
32711,2,7,17,21,35,1,12
32712,1,11,14,27,30,3,9
32713,4,10,18,22,33,3,11
32714,9,11,14,19,35,2,6
32715,4,5,11,27,35,3,11
32716,6,8,20,21,26,1,11
32717,8,12,17,27,33,6,9
32718,10,12,20,21,31,2,10
32719,3,6,21,27,30,2,8
32720,1,9,12,18,35,6,10
32721,5,11,13,28,31,3,12
32722,5,10,18,23,30,4,9
32723,8,18,21,27,30,6,12
32724,2,4,14,29,34,6,12
